title,city,brand,fields,values,price,update,views
"Mercedes GLS 450, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Boz,3.0 L/381 a.g./Benzin,0 km,Avtomat,Tam,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",237 600 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 10882
"Renault Scenic, ",Bakı,Renault,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Minivan,Gümüşü,1.9 L/115 a.g./Dizel,290 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",13 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 46
"Mazda CX-9, ",Bakı,Mazda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Boz,2.5 L/254 a.g./Benzin,27 700 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",49 900 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 39
"BMW 535, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Sedan,Ağ,3.0 L/306 a.g./Benzin,77 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",24 400 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 1241
"Toyota Highlander, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Dubay",51 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 22
"Toyota Land Cruiser, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,104 670 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Dubay",56 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 42
"LADA (VAZ) 2107, ",Bakı,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Bənövşəyi,1.6 L/75 a.g./Benzin,22 222 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",5 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 38
"Land Rover RR Sport, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,4.2 L/390 a.g./Benzin,160 150 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",28 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 41
"Hyundai Elantra, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.6 L/132 a.g./Dizel,126 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",25 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 49
"Kia Cerato, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Narıncı,1.6 L/128 a.g./Benzin,33 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",27 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 41
"UAZ 2206, ",Bakı,UAZ,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Furqon,Yaşıl,2.5 L/131 a.g./Benzin,290 000 km,Mexaniki,Tam,Xeyr,8+,Vuruğu yoxdur, rənglənməyib",15 000 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 77
"Renault Megane, ",Bakı,Renault,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Universal,Yaş Asfalt,1.5 L/105 a.g./Dizel,157 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",28 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 38
"Kia Optima, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,2.0 L/196 a.g./Benzin,214 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",20 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 41
"BMW 528, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Mavi,2.8 L/193 a.g./Benzin,483 580 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",8 400 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 50
"Toyota Corolla, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Universal,Gümüşü,1.4 L/90 a.g./Dizel,280 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",11 000 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 46
"Chevrolet Cruze, ",Sumqayıt,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Sumqayıt,Sedan,Qırmızı,1.4 L/141 a.g./Benzin,245 130 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",11 850 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 40
"Ravon Nexia R3, ",Bakı,Ravon,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.5 L/106 a.g./Benzin,145 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",14 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 26
"Hyundai Elantra, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,1.8 L/150 a.g./Benzin,125 438 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib,Amerika",19 350 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 34
"BMW 530, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,2.0 L/249 a.g./Benzin,51 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",34 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 34
"Honda Civic, ",Gəncə,Honda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Gəncə,Sedan,Gümüşü,1.3 L/95 a.g./Hibrid,228 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",11 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 34
"Hyundai Santa Fe, ",Göyçay,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Göyçay,Offroader / SUV,Göy,2.0 L/150 a.g./Dizel,192 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",37 550 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 15
"Honda CR-V, ",Bakı,Honda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Ağ,2.4 L/158 a.g./Benzin,251 600 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",21 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1606
"LADA (VAZ) 2104, ",Şəki,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Şəki,Universal,Tünd qırmızı,1.6 L/75 a.g./Benzin,112 000 km,Mexaniki,Arxa,Xeyr,Vuruğu var, rənglənib,Rəsmi diler",6 950 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 68
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Tünd qırmızı,1.8 L/90 a.g./Benzin,400 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",3 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 65
"Hyundai Santa Fe, ",Gəncə,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Gəncə,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,191 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",28 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2588
"Lexus GX 460, ",Sumqayıt,Lexus,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Offroader / SUV,Ağ,4.6 L/296 a.g./Benzin,153 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",31 600 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 44
"Chevrolet Cruze, ",Bakı,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.4 L/140 a.g./Benzin,215 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",13 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 57
"LADA (VAZ) 2105, ",Xaçmaz,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Xaçmaz,Sedan,Tünd qırmızı,1.3 L/65 a.g./Benzin,59 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",6 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 52
"Hyundai Staria, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Minivan,Qara,2.2 L/177 a.g./Dizel,0 km,Avtomat,Tam,Bəli,8+,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",69 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 214428
"Nissan Kicks, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Tünd qırmızı,1.6 L/125 a.g./Benzin,29 060 km,Variator,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",31 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1566
"Mercedes G 63 AMG, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,4.0 L/585 a.g./Benzin,0 km,Avtomat,Tam,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",335 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 240687
"Lexus LX 570, ",Bakı,Lexus,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Qara,5.7 L/383 a.g./Benzin,89 500 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",61 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 623
"BMW X5, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Offroader / SUV,Göy,2.0 L/218 a.g./Dizel,22 500 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",83 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 3622
"Porsche Macan, ",Bakı,Porsche,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Yaş Asfalt,2.0 L/237 a.g./Benzin,69 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",48 800 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 50
"Toyota Camry, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Qara,2.5 L/181 a.g./Benzin,26 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",44 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 302
"Kia Sorento, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,183 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",29 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 888
"Hyundai i30, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Universal,Qara,1.6 L/116 a.g./Dizel,197 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",15 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 52
"Hyundai Sonata, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Ağ,2.0 L/151 a.g./Qaz,268 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",18 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 132
"Nissan Patrol, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,5.6 L/405 a.g./Benzin,117 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",44 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 4320
"Renault Megane, ",Bakı,Renault,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Universal,Ağ,1.5 L/110 a.g./Dizel,245 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",11 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 918
"Ford Transit, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Furqon,Ağ,2.0 L/100 a.g./Dizel,400 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Avropa",10 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 54
"Chevrolet Cruze, ",Sumqayıt,Chevrolet,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Sumqayıt,Sedan,Ağ,1.6 L/109 a.g./Benzin,102 185 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",18 300 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 43
"Land Rover RR Sport, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Göy,3.0 L/340 a.g./Benzin,108 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",50 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 11894
"Hyundai Getz, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Hetçbek,Mavi,1.1 L/66 a.g./Benzin,195 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",9 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 29
"Volkswagen Passat, ",Bakı,Volkswagen,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.8 L/180 a.g./Benzin,30 000 km,Robotlaşdırılmış,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",28 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 536
"Kia Rio, ",Cəlilabad,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Cəlilabad,Sedan,Qara,1.4 L/97 a.g./Benzin,240 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",12 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2855
"Mercedes E 200, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Gümüşü,1.8 L/163 a.g./Benzin,167 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",22 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1900
"Ford Fusion, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Ağ,1.5 L/181 a.g./Benzin,134 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",22 700 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 55
"Hyundai Sonata, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb,Qəzalı","Bakı,Sedan,Gümüşü,2.0 L/165 a.g./Benzin,280 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa,Bəli",19 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 6554
"Avatr 11, ",Bakı,Avatr,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Yaş Asfalt,0.0 L/578 a.g./Elektro,0 km,Robotlaşdırılmış,Tam,Bəli,Vuruğu yoxdur, rənglənməyib",56 900 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 30165
"Land Rover Range Rover, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,4.4 L/530 a.g./Benzin,0 km,Avtomat,Tam,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",345 000 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 564569
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Gümüşü,1.3 L/90 a.g./Dizel,192 182 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",12 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 498
"Haval H6, ",Bakı,Haval,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Mavi,1.5 L/190 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib",29 900 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 2960
"BMW 120, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Gümüşü,2.0 L/150 a.g./Benzin,140 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Avropa",15 400 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 2729
"Ford Transit, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Furqon,Ağ,2.5 L/76 a.g./Dizel,580 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",11 900 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 7120
"Kia Carnival, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Minivan,Qara,2.2 L/202 a.g./Dizel,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",64 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 117275
"Changan Uni-K, ",Bakı,Changan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Ağ,1.5 L/282 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib",37 500 USD,Yeniləndi: 26.09.2023,Baxışların sayı: 2261
"LADA (VAZ) Niva, ",Gəncə,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Gəncə,Offroader / SUV,Göy,1.7 L/80 a.g./Benzin,140 000 km,Mexaniki,Tam,Xeyr,Vuruğu yoxdur, rənglənib",12 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 62
